reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,processed_text,tokens,tokens_cleaned,tokens_stemmed,label
d0da92d8-7407-4b0d-a543-90f63ba7bf0b,Vani Faturahman Nurdiansyah,https://play-lh.googleusercontent.com/a-/ALV-UjUGAKUeFg3jRNwJbMbLakYWnIRzt_zeosmOXKYVjUU0jMRce8tR,"Tolong dong untuk pengelola divisi aplikasinya. Tolong perbarui untuk bagian di mapsnya sesuaikan dengan google maps kalo bisa, kadang kasian ke drivernya kalo nganter grabfood tuh ke gang kecil suka nyasar karna tidak sesuai titik di maps grabnya. Terimakasih.",5,465,5.329.0,2024-10-30 15:06:31,Terima kasih atas kepercayaan kakak pada layanan kami Sukses selalu Kak 🤗,2024-10-30 15:30:10,5.329.0,dong kelola divisi aplikasi baru bagi mapsnya sesuai google maps kalo kadang kasi drivernya kalo nganter grabfood tuh gang kecil suka nyasar karna sesuai titik maps grabnya terimakasih,"['tolong', 'dong', 'untuk', 'pengelola', 'divisi', 'aplikasinya', 'tolong', 'perbarui', 'untuk', 'bagian', 'di', 'mapsnya', 'sesuaikan', 'dengan', 'google', 'maps', 'kalo', 'bisa', 'kadang', 'kasian', 'ke', 'drivernya', 'kalo', 'nganter', 'grabfood', 'tuh', 'ke', 'gang', 'kecil', 'suka', 'nyasar', 'karna', 'tidak', 'sesuai', 'titik', 'di', 'maps', 'grabnya', 'terimakasih']","['dong', 'pengelola', 'divisi', 'aplikasinya', 'perbarui', 'bagian', 'mapsnya', 'sesuaikan', 'google', 'maps', 'kalo', 'kadang', 'kasian', 'drivernya', 'kalo', 'nganter', 'grabfood', 'tuh', 'gang', 'kecil', 'suka', 'nyasar', 'karna', 'sesuai', 'titik', 'maps', 'grabnya', 'terimakasih']","['dong', 'kelola', 'divisi', 'aplikasi', 'baru', 'bagi', 'mapsnya', 'sesuai', 'google', 'maps', 'kalo', 'kadang', 'kasi', 'drivernya', 'kalo', 'nganter', 'grabfood', 'tuh', 'gang', 'kecil', 'suka', 'nyasar', 'karna', 'sesuai', 'titik', 'maps', 'grabnya', 'terimakasih']",negative
8f4c5d3e-d903-4375-bcff-514628d12c76,22-067 Aura Adisty Lesmana,https://play-lh.googleusercontent.com/a-/ALV-UjVBJXtn5bfO0yjuNxmM31a0SDIIsNiYmJpAu8d1ShAODq61IwQp,"Tolong dong, titik di map sama alamat yg dikasi benerin. Masa di alamat udh pas, ternyata titiknya ga sesuai sama alamat, padahal di aplikasi lain bener selalu, bahkan di maps biasa juga sesuai. Ini aja yg aneh. Kalo kaya gini jadi kegocek, mana drivernyanya jelek bgt, beda titik dikit minta tambah ongkos, padahal kalo liag di aplikasi masih sama harga ongkosnya.",2,177,5.322.0,2024-09-24 19:39:03,"Halo Kak. Maaf ya buat engga nyaman 🙇‍♀️
Apabila Kakak menemukan kendala pada penggunaan aplikasi Grab Penumpang maka silakan laporkan melalui link https://grb.to/consumeridhelpcenter agar bisa ditindaklanjuti ya. Terima kasih 🙏
",2024-09-25 16:11:55,5.322.0,dong titik map sama alamat yg kasi benerin masa alamat udh pas nyata titik ga sesuai sama alamat padahal aplikasi bener selalu bahkan maps biasa sesuai aja yg aneh kalo kaya gin jadi gocek mana drivernyanya jelek bgt beda titik dikit minta tambah ongkos padahal kalo liag aplikasi sama harga ongkos,"['tolong', 'dong', 'titik', 'di', 'map', 'sama', 'alamat', 'yg', 'dikasi', 'benerin', 'masa', 'di', 'alamat', 'udh', 'pas', 'ternyata', 'titiknya', 'ga', 'sesuai', 'sama', 'alamat', 'padahal', 'di', 'aplikasi', 'lain', 'bener', 'selalu', 'bahkan', 'di', 'maps', 'biasa', 'juga', 'sesuai', 'ini', 'aja', 'yg', 'aneh', 'kalo', 'kaya', 'gini', 'jadi', 'kegocek', 'mana', 'drivernyanya', 'jelek', 'bgt', 'beda', 'titik', 'dikit', 'minta', 'tambah', 'ongkos', 'padahal', 'kalo', 'liag', 'di', 'aplikasi', 'masih', 'sama', 'harga', 'ongkosnya']","['dong', 'titik', 'map', 'sama', 'alamat', 'yg', 'dikasi', 'benerin', 'masa', 'alamat', 'udh', 'pas', 'ternyata', 'titiknya', 'ga', 'sesuai', 'sama', 'alamat', 'padahal', 'aplikasi', 'bener', 'selalu', 'bahkan', 'maps', 'biasa', 'sesuai', 'aja', 'yg', 'aneh', 'kalo', 'kaya', 'gini', 'jadi', 'kegocek', 'mana', 'drivernyanya', 'jelek', 'bgt', 'beda', 'titik', 'dikit', 'minta', 'tambah', 'ongkos', 'padahal', 'kalo', 'liag', 'aplikasi', 'sama', 'harga', 'ongkosnya']","['dong', 'titik', 'map', 'sama', 'alamat', 'yg', 'kasi', 'benerin', 'masa', 'alamat', 'udh', 'pas', 'nyata', 'titik', 'ga', 'sesuai', 'sama', 'alamat', 'padahal', 'aplikasi', 'bener', 'selalu', 'bahkan', 'maps', 'biasa', 'sesuai', 'aja', 'yg', 'aneh', 'kalo', 'kaya', 'gin', 'jadi', 'gocek', 'mana', 'drivernyanya', 'jelek', 'bgt', 'beda', 'titik', 'dikit', 'minta', 'tambah', 'ongkos', 'padahal', 'kalo', 'liag', 'aplikasi', 'sama', 'harga', 'ongkos']",negative
788419d5-fb12-4b7f-97cf-ddf2b6143ff3,Yowan,https://play-lh.googleusercontent.com/a-/ALV-UjVasQqc9w35yFUnNObgsPP2GzABcA-GKTM8JkQ3WM9cPzorRNserA,"Maps nya parah. Kenapa gk pake bawaan google maps aja? Maps nya gajelas loh sumpah. Saran saya mending mapsnya sesuaikan sama maps google, biar enak make nya, gausah sok ngide² bikin grab maps, kita yg mesen nih yg repot.",1,2,5.331.0,2024-11-11 07:42:16,Halo Kak. Maaf ya buat engga nyaman 🙇‍♀️ Apabila Kakak menemukan kendala pada penggunaan aplikasi Grab Penumpang maka silakan laporkan melalui link https://grb.to/consumeridhelpcenter agar bisa ditindaklanjuti ya. Terima kasih 🙏,2024-11-11 14:19:31,5.331.0,maps nya parah gk pake bawa google maps aja maps nya gajelas loh sumpah saran mending mapsnya sesuai sama maps google biar enak make nya gausah sok ngide bikin grab maps yg mesen nih yg repot,"['maps', 'nya', 'parah', 'kenapa', 'gk', 'pake', 'bawaan', 'google', 'maps', 'aja', 'maps', 'nya', 'gajelas', 'loh', 'sumpah', 'saran', 'saya', 'mending', 'mapsnya', 'sesuaikan', 'sama', 'maps', 'google', 'biar', 'enak', 'make', 'nya', 'gausah', 'sok', 'ngide²', 'bikin', 'grab', 'maps', 'kita', 'yg', 'mesen', 'nih', 'yg', 'repot']","['maps', 'nya', 'parah', 'gk', 'pake', 'bawaan', 'google', 'maps', 'aja', 'maps', 'nya', 'gajelas', 'loh', 'sumpah', 'saran', 'mending', 'mapsnya', 'sesuaikan', 'sama', 'maps', 'google', 'biar', 'enak', 'make', 'nya', 'gausah', 'sok', 'ngide²', 'bikin', 'grab', 'maps', 'yg', 'mesen', 'nih', 'yg', 'repot']","['maps', 'nya', 'parah', 'gk', 'pake', 'bawa', 'google', 'maps', 'aja', 'maps', 'nya', 'gajelas', 'loh', 'sumpah', 'saran', 'mending', 'mapsnya', 'sesuai', 'sama', 'maps', 'google', 'biar', 'enak', 'make', 'nya', 'gausah', 'sok', 'ngide', 'bikin', 'grab', 'maps', 'yg', 'mesen', 'nih', 'yg', 'repot']",positive
a059342c-5c37-4cf0-a07a-bfa030afc790,Bela Kimtae Hyung,https://play-lh.googleusercontent.com/a/ACg8ocKvSNGO8LKIxUJOP21JksW6GStDI1ML4PBLHUfzn2IZySn1RYc=mo,"kmren masalah metode pembayaran, terus voucher promo yg tiba² gak bisa dipake,sekarang lagi, waktu di pemesanan gofood itu kenapa selalu diubah² 😭😭 saya hampir nunggu 4 jam, udah kelaparan banget, tapi waktu estimasinya seenaknya banget diubah² jadi makin lama, terus malah dibatalin udah nunggu² lama banget, kalau emang gak bisa seenggaknya biarin kami bisa membatalkan pesanan, jadi gak harus menunggu lama. udah nunggu lama, akhirnya malah dibatalin juga. UDAH GITU VOC PROMONYA ILANG JUGA LAGI",1,37,5.330.0,2024-11-03 20:43:37,"Halo Kak. Maaf ya buat engga nyaman 🙇‍♀️
Apabila Kakak menemukan kendala pada penggunaan aplikasi Grab Penumpang maka silakan laporkan melalui link https://grb.to/consumeridhelpcenter agar bisa ditindaklanjuti ya.Terima kasih 🙏",2024-04-20 07:19:26,5.330.0,kmren masalah metode bayar terus voucher promo yg tiba gak dipakesekarang waktu mesan gofood selalu ubah  hampir nunggu jam udah lapar banget waktu estimasi enak banget ubah jadi makin lama terus malah dibatalin udah nunggu lama banget kalau emang gak enggak biarin batal pesan jadi gak tunggu lama udah nunggu lama akhir malah dibatalin udah gitu voc promonya ilang,"['kmren', 'masalah', 'metode', 'pembayaran', 'terus', 'voucher', 'promo', 'yg', 'tiba²', 'gak', 'bisa', 'dipakesekarang', 'lagi', 'waktu', 'di', 'pemesanan', 'gofood', 'itu', 'kenapa', 'selalu', 'diubah²', '😭😭', 'saya', 'hampir', 'nunggu', 'jam', 'udah', 'kelaparan', 'banget', 'tapi', 'waktu', 'estimasinya', 'seenaknya', 'banget', 'diubah²', 'jadi', 'makin', 'lama', 'terus', 'malah', 'dibatalin', 'udah', 'nunggu²', 'lama', 'banget', 'kalau', 'emang', 'gak', 'bisa', 'seenggaknya', 'biarin', 'kami', 'bisa', 'membatalkan', 'pesanan', 'jadi', 'gak', 'harus', 'menunggu', 'lama', 'udah', 'nunggu', 'lama', 'akhirnya', 'malah', 'dibatalin', 'juga', 'udah', 'gitu', 'voc', 'promonya', 'ilang', 'juga', 'lagi']","['kmren', 'masalah', 'metode', 'pembayaran', 'terus', 'voucher', 'promo', 'yg', 'tiba²', 'gak', 'dipakesekarang', 'waktu', 'pemesanan', 'gofood', 'selalu', 'diubah²', '😭😭', 'hampir', 'nunggu', 'jam', 'udah', 'kelaparan', 'banget', 'waktu', 'estimasinya', 'seenaknya', 'banget', 'diubah²', 'jadi', 'makin', 'lama', 'terus', 'malah', 'dibatalin', 'udah', 'nunggu²', 'lama', 'banget', 'kalau', 'emang', 'gak', 'seenggaknya', 'biarin', 'membatalkan', 'pesanan', 'jadi', 'gak', 'menunggu', 'lama', 'udah', 'nunggu', 'lama', 'akhirnya', 'malah', 'dibatalin', 'udah', 'gitu', 'voc', 'promonya', 'ilang']","['kmren', 'masalah', 'metode', 'bayar', 'terus', 'voucher', 'promo', 'yg', 'tiba', 'gak', 'dipakesekarang', 'waktu', 'mesan', 'gofood', 'selalu', 'ubah', '', 'hampir', 'nunggu', 'jam', 'udah', 'lapar', 'banget', 'waktu', 'estimasi', 'enak', 'banget', 'ubah', 'jadi', 'makin', 'lama', 'terus', 'malah', 'dibatalin', 'udah', 'nunggu', 'lama', 'banget', 'kalau', 'emang', 'gak', 'enggak', 'biarin', 'batal', 'pesan', 'jadi', 'gak', 'tunggu', 'lama', 'udah', 'nunggu', 'lama', 'akhir', 'malah', 'dibatalin', 'udah', 'gitu', 'voc', 'promonya', 'ilang']",negative
3af115df-1d8d-4c76-85c5-40d40af8947d,Jelita Tri Dewi Masta ziliwu,https://play-lh.googleusercontent.com/a/ACg8ocKT47DiUGF7EQ1NwpLun61ic_QoSOq_We1gmHhmIanXaQxl=mo,"Tolong ya buat grab, penilaian untuk penumpang itu di pertimbangkan lagi. Kenapa? Karna ketika grab yang telat jemput penumpan, pelayanan tidak baik, mengebut dan tidak memperhatikan keselamatan penumpang itu di wajar kan. Ketika driver telat menjemput,penumpang ingin meng cancel ketika sudah menunggu lama, driver malah marah2, ada juga memaki. Tapi bukannya itu hak penumpang ketika driver telat datang masa penumpang yg disuruh repot,ga mengalahkan driver seluruhnya. Tapi rata raa seperti itu!!!",2,6,5.330.0,2024-11-09 10:04:38,Halo Kak. Maaf ya buat engga nyaman 🙇‍♀️ Apabila Kakak menemukan kendala pada penggunaan aplikasi Grab Penumpang maka silakan laporkan melalui link https://grb.to/consumeridhelpcenter agar bisa ditindaklanjuti ya.Terima kasih 🙏,2024-11-09 16:14:03,5.330.0,buat grab nilai tumpang timbang karna grab telat jemput penumpan layan baik kebut perhati selamat tumpang wajar kan driver telat menjemputpenumpang meng cancel tunggu lama driver malah marah maki bukan hak tumpang driver telat datang masa tumpang yg suruh repotga kalah driver seluruh rata raa,"['tolong', 'ya', 'buat', 'grab', 'penilaian', 'untuk', 'penumpang', 'itu', 'di', 'pertimbangkan', 'lagi', 'kenapa', 'karna', 'ketika', 'grab', 'yang', 'telat', 'jemput', 'penumpan', 'pelayanan', 'tidak', 'baik', 'mengebut', 'dan', 'tidak', 'memperhatikan', 'keselamatan', 'penumpang', 'itu', 'di', 'wajar', 'kan', 'ketika', 'driver', 'telat', 'menjemputpenumpang', 'ingin', 'meng', 'cancel', 'ketika', 'sudah', 'menunggu', 'lama', 'driver', 'malah', 'marah', 'ada', 'juga', 'memaki', 'tapi', 'bukannya', 'itu', 'hak', 'penumpang', 'ketika', 'driver', 'telat', 'datang', 'masa', 'penumpang', 'yg', 'disuruh', 'repotga', 'mengalahkan', 'driver', 'seluruhnya', 'tapi', 'rata', 'raa', 'seperti', 'itu']","['buat', 'grab', 'penilaian', 'penumpang', 'pertimbangkan', 'karna', 'grab', 'telat', 'jemput', 'penumpan', 'pelayanan', 'baik', 'mengebut', 'memperhatikan', 'keselamatan', 'penumpang', 'wajar', 'kan', 'driver', 'telat', 'menjemputpenumpang', 'meng', 'cancel', 'menunggu', 'lama', 'driver', 'malah', 'marah', 'memaki', 'bukannya', 'hak', 'penumpang', 'driver', 'telat', 'datang', 'masa', 'penumpang', 'yg', 'disuruh', 'repotga', 'mengalahkan', 'driver', 'seluruhnya', 'rata', 'raa']","['buat', 'grab', 'nilai', 'tumpang', 'timbang', 'karna', 'grab', 'telat', 'jemput', 'penumpan', 'layan', 'baik', 'kebut', 'perhati', 'selamat', 'tumpang', 'wajar', 'kan', 'driver', 'telat', 'menjemputpenumpang', 'meng', 'cancel', 'tunggu', 'lama', 'driver', 'malah', 'marah', 'maki', 'bukan', 'hak', 'tumpang', 'driver', 'telat', 'datang', 'masa', 'tumpang', 'yg', 'suruh', 'repotga', 'kalah', 'driver', 'seluruh', 'rata', 'raa']",positive
6ca92c75-c2ba-494b-87bd-84c122167053,aceng kalul 10,https://play-lh.googleusercontent.com/a-/ALV-UjW-O7xt3WtIeUNlQqKGRKGL6JynmpV7ihIA-8zIYB6MqozyGas,"Pengalaman saya pribadi, saya mau pulang dari arah bekasi(jakasampurna) menunju stasiun kranji dg tarif (-+) RP 32000, tetapi tidak ada satupun greb car yg mau mengambilnya, sedangkan di area tsb banyak grab car yg online, saya pribadi sendiri sedang buru"" Mau pulang ke kampung, mohon di bantu untuk kenyamanan penumpang dan respect nya om, kalo setidak nya ngga niat cari nafkah jangan di biasakan seperti ini, kasian sama customer/penumpang yg lainnya juga, mohon d tindak utk kenyamanan penumpang",1,22,5.330.0,2024-11-03 19:40:48,,,5.330.0,alam pribadi mau pulang arah bekasijakasampurna menunju stasiun kranji dg tarif rp satu greb car yg mau ambil area tsb banyak grab car yg online pribadi sendiri sedang buru mau pulang kampung mohon bantu nyaman tumpang respect nya om kalo tidak nya ngga niat cari nafkah jangan biasa kasi sama customerpenumpang yg lain mohon d tindak utk nyaman tumpang,"['pengalaman', 'saya', 'pribadi', 'saya', 'mau', 'pulang', 'dari', 'arah', 'bekasijakasampurna', 'menunju', 'stasiun', 'kranji', 'dg', 'tarif', 'rp', 'tetapi', 'tidak', 'ada', 'satupun', 'greb', 'car', 'yg', 'mau', 'mengambilnya', 'sedangkan', 'di', 'area', 'tsb', 'banyak', 'grab', 'car', 'yg', 'online', 'saya', 'pribadi', 'sendiri', 'sedang', 'buru', 'mau', 'pulang', 'ke', 'kampung', 'mohon', 'di', 'bantu', 'untuk', 'kenyamanan', 'penumpang', 'dan', 'respect', 'nya', 'om', 'kalo', 'setidak', 'nya', 'ngga', 'niat', 'cari', 'nafkah', 'jangan', 'di', 'biasakan', 'seperti', 'ini', 'kasian', 'sama', 'customerpenumpang', 'yg', 'lainnya', 'juga', 'mohon', 'd', 'tindak', 'utk', 'kenyamanan', 'penumpang']","['pengalaman', 'pribadi', 'mau', 'pulang', 'arah', 'bekasijakasampurna', 'menunju', 'stasiun', 'kranji', 'dg', 'tarif', 'rp', 'satupun', 'greb', 'car', 'yg', 'mau', 'mengambilnya', 'area', 'tsb', 'banyak', 'grab', 'car', 'yg', 'online', 'pribadi', 'sendiri', 'sedang', 'buru', 'mau', 'pulang', 'kampung', 'mohon', 'bantu', 'kenyamanan', 'penumpang', 'respect', 'nya', 'om', 'kalo', 'setidak', 'nya', 'ngga', 'niat', 'cari', 'nafkah', 'jangan', 'biasakan', 'kasian', 'sama', 'customerpenumpang', 'yg', 'lainnya', 'mohon', 'd', 'tindak', 'utk', 'kenyamanan', 'penumpang']","['alam', 'pribadi', 'mau', 'pulang', 'arah', 'bekasijakasampurna', 'menunju', 'stasiun', 'kranji', 'dg', 'tarif', 'rp', 'satu', 'greb', 'car', 'yg', 'mau', 'ambil', 'area', 'tsb', 'banyak', 'grab', 'car', 'yg', 'online', 'pribadi', 'sendiri', 'sedang', 'buru', 'mau', 'pulang', 'kampung', 'mohon', 'bantu', 'nyaman', 'tumpang', 'respect', 'nya', 'om', 'kalo', 'tidak', 'nya', 'ngga', 'niat', 'cari', 'nafkah', 'jangan', 'biasa', 'kasi', 'sama', 'customerpenumpang', 'yg', 'lain', 'mohon', 'd', 'tindak', 'utk', 'nyaman', 'tumpang']",positive
6527c0fe-e330-4f1b-9154-fa64575500ac,Raihan Akbard,https://play-lh.googleusercontent.com/a-/ALV-UjWX0MGrXgWpIuF54F6HkvVko0u4gBhKBfMlHplneuXEw-Q9eQag,"Ada kemungkinan aplikasi nyangkut ketika status sudah pengambilan barang tetapi rupanya alamat salah lalu anda tidak bisa mengubah alamat maupun membatalkan pesanan, aplikasi akan terus mencari driver baru dengan kondisi yg sama sehingga anda harus menjelaskan ke driver berulang kali dan itu sangat tolol untuk aplikasi sebesar grab.",1,10,5.331.0,2024-11-09 17:18:47,,,5.331.0,mungkin aplikasi nyangkut status ambil barang rupa alamat salah lalu ubah alamat maupun batal pesan aplikasi terus cari driver baru kondisi yg sama jelas driver ulang kali sangat tolol aplikasi besar grab,"['ada', 'kemungkinan', 'aplikasi', 'nyangkut', 'ketika', 'status', 'sudah', 'pengambilan', 'barang', 'tetapi', 'rupanya', 'alamat', 'salah', 'lalu', 'anda', 'tidak', 'bisa', 'mengubah', 'alamat', 'maupun', 'membatalkan', 'pesanan', 'aplikasi', 'akan', 'terus', 'mencari', 'driver', 'baru', 'dengan', 'kondisi', 'yg', 'sama', 'sehingga', 'anda', 'harus', 'menjelaskan', 'ke', 'driver', 'berulang', 'kali', 'dan', 'itu', 'sangat', 'tolol', 'untuk', 'aplikasi', 'sebesar', 'grab']","['kemungkinan', 'aplikasi', 'nyangkut', 'status', 'pengambilan', 'barang', 'rupanya', 'alamat', 'salah', 'lalu', 'mengubah', 'alamat', 'maupun', 'membatalkan', 'pesanan', 'aplikasi', 'terus', 'mencari', 'driver', 'baru', 'kondisi', 'yg', 'sama', 'menjelaskan', 'driver', 'berulang', 'kali', 'sangat', 'tolol', 'aplikasi', 'sebesar', 'grab']","['mungkin', 'aplikasi', 'nyangkut', 'status', 'ambil', 'barang', 'rupa', 'alamat', 'salah', 'lalu', 'ubah', 'alamat', 'maupun', 'batal', 'pesan', 'aplikasi', 'terus', 'cari', 'driver', 'baru', 'kondisi', 'yg', 'sama', 'jelas', 'driver', 'ulang', 'kali', 'sangat', 'tolol', 'aplikasi', 'besar', 'grab']",negative
9dfb51d0-78f6-447a-bea3-b1f1d889c99d,Bibih Wijaya,https://play-lh.googleusercontent.com/a-/ALV-UjU9H5TyOJ4wL3kSB94JrqA3CHciok79BbuU_PcrOf4X-U6wxpdi,"Selama menggunakan Grab ini saya merasa aman dan nyaman ... namun terkada driver grab yang selalu ada yang tidak tau jalan dan itu membuat keterlambatan waktu ... mohon untuk para driver untuk memperluas lagi pengetahuannya tentang jalan agar bisa mengantar tepat waktu. Saya gakkan ubah ulasan nya, cuman ini kok titik maps nya lagi kenapa? Selama belum ada perbaikan bintang gakkan diubah.",2,40,5.328.0,2024-10-25 15:52:38,,,5.328.0,lama guna grab rasa aman nyaman kada driver grab selalu tau jalan buat lambat waktu mohon driver luas tahu jalan antar tepat waktu gakkan ubah ulas nya cuman kok titik maps nya lama baik bintang gakkan ubah,"['selama', 'menggunakan', 'grab', 'ini', 'saya', 'merasa', 'aman', 'dan', 'nyaman', 'namun', 'terkada', 'driver', 'grab', 'yang', 'selalu', 'ada', 'yang', 'tidak', 'tau', 'jalan', 'dan', 'itu', 'membuat', 'keterlambatan', 'waktu', 'mohon', 'untuk', 'para', 'driver', 'untuk', 'memperluas', 'lagi', 'pengetahuannya', 'tentang', 'jalan', 'agar', 'bisa', 'mengantar', 'tepat', 'waktu', 'saya', 'gakkan', 'ubah', 'ulasan', 'nya', 'cuman', 'ini', 'kok', 'titik', 'maps', 'nya', 'lagi', 'kenapa', 'selama', 'belum', 'ada', 'perbaikan', 'bintang', 'gakkan', 'diubah']","['selama', 'menggunakan', 'grab', 'merasa', 'aman', 'nyaman', 'terkada', 'driver', 'grab', 'selalu', 'tau', 'jalan', 'membuat', 'keterlambatan', 'waktu', 'mohon', 'driver', 'memperluas', 'pengetahuannya', 'jalan', 'mengantar', 'tepat', 'waktu', 'gakkan', 'ubah', 'ulasan', 'nya', 'cuman', 'kok', 'titik', 'maps', 'nya', 'selama', 'perbaikan', 'bintang', 'gakkan', 'diubah']","['lama', 'guna', 'grab', 'rasa', 'aman', 'nyaman', 'kada', 'driver', 'grab', 'selalu', 'tau', 'jalan', 'buat', 'lambat', 'waktu', 'mohon', 'driver', 'luas', 'tahu', 'jalan', 'antar', 'tepat', 'waktu', 'gakkan', 'ubah', 'ulas', 'nya', 'cuman', 'kok', 'titik', 'maps', 'nya', 'lama', 'baik', 'bintang', 'gakkan', 'ubah']",negative
9d6d33f1-d620-42d9-ae77-1d5709b8d06c,Ratih Retno,https://play-lh.googleusercontent.com/a-/ALV-UjV0HYDauoMZQx8KfdpviEIv8KzK-8_xvdbth-hI6aafEhnFmc9VsQ,"pengalaman Pribadi barusan sampe dibuat nangis sama driver,pas dateng langsung bilang ke saya kenapa gak di cancel?saya jauh biasanya penumpang suka langsung cancel. tapi masalah nya saya gk tau beliau jauh apa gk dan emg saya butuh driver kenapa harus cancel. saya tanya kenapa gak chat kalo jauh nanti juga saya cancel kalo tau, beliau bilang males hujan. dan dijalan juga beliau ngomel sampe tempat tujuan juga lama karena muter dulu , selalu trust isu kalo dapet driver bapak2 tuh pada galak😭",3,1,5.331.0,2024-11-11 18:34:13,,,5.331.0,alam pribadi barusan sampe buat nang sama driverpas dateng langsung bilang gak cancelsaya jauh biasa tumpang suka langsung cancel masalah nya gk tau beliau jauh apa gk emg butuh driver cancel tanya gak chat kalo jauh cancel kalo tau beliau bilang males hujan jalan beliau ngomel sampe tempat tuju lama muter dulu selalu trust isu kalo dapet driver bapak tuh galak,"['pengalaman', 'pribadi', 'barusan', 'sampe', 'dibuat', 'nangis', 'sama', 'driverpas', 'dateng', 'langsung', 'bilang', 'ke', 'saya', 'kenapa', 'gak', 'di', 'cancelsaya', 'jauh', 'biasanya', 'penumpang', 'suka', 'langsung', 'cancel', 'tapi', 'masalah', 'nya', 'saya', 'gk', 'tau', 'beliau', 'jauh', 'apa', 'gk', 'dan', 'emg', 'saya', 'butuh', 'driver', 'kenapa', 'harus', 'cancel', 'saya', 'tanya', 'kenapa', 'gak', 'chat', 'kalo', 'jauh', 'nanti', 'juga', 'saya', 'cancel', 'kalo', 'tau', 'beliau', 'bilang', 'males', 'hujan', 'dan', 'dijalan', 'juga', 'beliau', 'ngomel', 'sampe', 'tempat', 'tujuan', 'juga', 'lama', 'karena', 'muter', 'dulu', 'selalu', 'trust', 'isu', 'kalo', 'dapet', 'driver', 'bapak', 'tuh', 'pada', 'galak😭']","['pengalaman', 'pribadi', 'barusan', 'sampe', 'dibuat', 'nangis', 'sama', 'driverpas', 'dateng', 'langsung', 'bilang', 'gak', 'cancelsaya', 'jauh', 'biasanya', 'penumpang', 'suka', 'langsung', 'cancel', 'masalah', 'nya', 'gk', 'tau', 'beliau', 'jauh', 'apa', 'gk', 'emg', 'butuh', 'driver', 'cancel', 'tanya', 'gak', 'chat', 'kalo', 'jauh', 'cancel', 'kalo', 'tau', 'beliau', 'bilang', 'males', 'hujan', 'dijalan', 'beliau', 'ngomel', 'sampe', 'tempat', 'tujuan', 'lama', 'muter', 'dulu', 'selalu', 'trust', 'isu', 'kalo', 'dapet', 'driver', 'bapak', 'tuh', 'galak😭']","['alam', 'pribadi', 'barusan', 'sampe', 'buat', 'nang', 'sama', 'driverpas', 'dateng', 'langsung', 'bilang', 'gak', 'cancelsaya', 'jauh', 'biasa', 'tumpang', 'suka', 'langsung', 'cancel', 'masalah', 'nya', 'gk', 'tau', 'beliau', 'jauh', 'apa', 'gk', 'emg', 'butuh', 'driver', 'cancel', 'tanya', 'gak', 'chat', 'kalo', 'jauh', 'cancel', 'kalo', 'tau', 'beliau', 'bilang', 'males', 'hujan', 'jalan', 'beliau', 'ngomel', 'sampe', 'tempat', 'tuju', 'lama', 'muter', 'dulu', 'selalu', 'trust', 'isu', 'kalo', 'dapet', 'driver', 'bapak', 'tuh', 'galak']",negative
4bb5ea4a-a18f-48b8-a16e-d19c5d146060,Novia Herina,https://play-lh.googleusercontent.com/a/ACg8ocLUKMeWkm9g8W66exMzb-cFuZmvjdsrgY78cfdDwne4YD39pQ=mo,Bagus sih tapi akhir2 rada kesel. Bolak balik diperbaharui padahal yang berubah juga nggak ada. Masalahnya pas saya buru-buru jadi nggak bisa buka aplikasi karena kudu diperbarui dulu. Mending ini saya perbarui pas tengah malem jadi nggak ada kendala disitu mau berangkat disitu perbarui kayak sebelum-sebelumnya,4,9,5.329.0,2024-11-02 04:09:19,,,5.329.0,bagus sih akhir rada kesel bolak balik baharu padahal ubah masalah pas buruburu jadi buka aplikasi kudu baru dulu mending baru pas tengah malem jadi kendala situ mau berangkat situ baru kayak sebelumsebelumnya,"['bagus', 'sih', 'tapi', 'akhir', 'rada', 'kesel', 'bolak', 'balik', 'diperbaharui', 'padahal', 'yang', 'berubah', 'juga', 'nggak', 'ada', 'masalahnya', 'pas', 'saya', 'buruburu', 'jadi', 'nggak', 'bisa', 'buka', 'aplikasi', 'karena', 'kudu', 'diperbarui', 'dulu', 'mending', 'ini', 'saya', 'perbarui', 'pas', 'tengah', 'malem', 'jadi', 'nggak', 'ada', 'kendala', 'disitu', 'mau', 'berangkat', 'disitu', 'perbarui', 'kayak', 'sebelumsebelumnya']","['bagus', 'sih', 'akhir', 'rada', 'kesel', 'bolak', 'balik', 'diperbaharui', 'padahal', 'berubah', 'masalahnya', 'pas', 'buruburu', 'jadi', 'buka', 'aplikasi', 'kudu', 'diperbarui', 'dulu', 'mending', 'perbarui', 'pas', 'tengah', 'malem', 'jadi', 'kendala', 'disitu', 'mau', 'berangkat', 'disitu', 'perbarui', 'kayak', 'sebelumsebelumnya']","['bagus', 'sih', 'akhir', 'rada', 'kesel', 'bolak', 'balik', 'baharu', 'padahal', 'ubah', 'masalah', 'pas', 'buruburu', 'jadi', 'buka', 'aplikasi', 'kudu', 'baru', 'dulu', 'mending', 'baru', 'pas', 'tengah', 'malem', 'jadi', 'kendala', 'situ', 'mau', 'berangkat', 'situ', 'baru', 'kayak', 'sebelumsebelumnya']",negative
